what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924662373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924664179
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924665179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924665505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924666143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369924707855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924709440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924710100
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924711031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924711356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924711628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369924719062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924720487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924721184
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924722588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924722897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924723468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369924728565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924730403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924731062
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924732712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924733005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924733545
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1369924755037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924755440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924755480
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1369924760639
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1369924760664
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1369924769632
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1369924769632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1369924792981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369924794990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369924795846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924797703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924798329
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924799575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924799903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924800418
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924804029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924804357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924804959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924812907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924813060
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924815574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924815867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924816467
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1369924823818
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1369924828722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369924829455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369924829964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369924831418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924833071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924833781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924843133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924843287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924844949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924847238
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924847248
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1369924851097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924854967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924855137
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1369924857333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924863132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924863352
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924864293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924864606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924865171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369924869380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369924872371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369924873105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924874954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924875591
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924877692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924878024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924878676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369924914300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924916335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924916996
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369924920091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924920414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924920678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369924956589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924957934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369924958611
