what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1371378680895
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1371378680895
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1371378680895
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1371378680895
java.vm.specification.version,sysinfo,,,"1.7",1371378680895
java.vm.vendor,sysinfo,,,"Oracle Corporation",1371378680895
java.vm.version,sysinfo,,,"23.5-b02",1371378680895
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1371378683672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378686396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378689131
started,bundle,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.ui",1371378690579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378690611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378692453
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1371378692461
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1371378698677
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1371378702291
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1371378704019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378706587
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1371378708011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378717621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378728151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378945065
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371378945793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1371378946449
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1371378950082
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371378951252
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1371378951328
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371378951330
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1371378951357
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1371378955608
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1371378955742
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1371378955836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378955958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378962375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378970444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378972951
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371378973037
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371378973067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371378974645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371378975974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378979040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378979789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378981586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378983572
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1371378983577
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1371378985036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378988976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378996180
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371378996833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378998869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371378999523
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1371379000268
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1371379000660
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1371379000710
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1371379000712
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1371379000713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371379000763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371379002421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371379058715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1371379058730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371379067352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371379080440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371379090330
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1371379118645
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371379141202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371379149657
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1371379150125
