what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1373888987473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1373888987632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1373888987934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1373888988084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373888989213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373888990927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373888991680
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1373888992885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373888993212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373888993491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889003380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889005428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1373889006268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1373889006914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889008919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889009090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1373889018558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889019501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889045407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889048705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889065636
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1373889069758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889074203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889082701
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889082793
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889082828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889084996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1373889085310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889087122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1373889087131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1373889088682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889089798
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889090960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889092175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1373889092183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889095294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889095586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889104062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889104386
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889106695
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889108205
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889109484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889110788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889112415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889120114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889122385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889176132
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889178063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1373889189533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889190745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889206666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1373889208703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889210864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889212372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889212659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889222827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889250380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889266554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889267953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889273541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889275091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889275439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889286566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889288068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889288589
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889301021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889311852
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1373889315217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889317244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889318608
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1373889318615
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889320092
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889320122
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1373889320761
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889320923
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889320952
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889323281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889329746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889330234
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889332986
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889340063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1373889349553
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889350637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1373889354664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889355857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889357835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889358365
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889361948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1373889368177
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1373889370567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1373889374129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889376700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889378223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373889378528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1373889382207
