what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400600919
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400604663
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1371400605412
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400612073
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400615973
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400620606
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400628141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371400633086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400634178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400656030
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1371400661724
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400663471
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400663518
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1371400664610
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1371400664610
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400667262
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400667262
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1371400667277
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1371400669711
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400674578
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400676450
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400682144
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400684500
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1371400698446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400700802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400761595
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400764746
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400767492
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400774715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400776041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400793370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400797005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400842653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371400846568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371400848097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400863291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400871656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400877647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400878536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400887397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400887443
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400900235
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1371400902529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371400903886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400905914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371400906429
