what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1367590197197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590197275
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1367590197290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367590197290
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1367590201752
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1367590201908
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1367590202064
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1367590202204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590203000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590213140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590227867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590234419
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1367590237663
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1367590237679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367590238833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367590243435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590247538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590251346
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1367590251361
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367590252625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590254637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590268942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1367590268974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590270799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590276852
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1367590276867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590281204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590284464
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1367590284480
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1367590328363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590419592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590447688
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1367590447719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590450979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590470807
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1367590470807
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367590472788
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1367590472944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590478934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590480370
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1367590480385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590485861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590490166
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1367590490166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590495361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590498653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1367590498653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590502865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590559390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590560795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590572191
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1367590572199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590572639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590591935
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1367590602275
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1367590604829
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1367590611261
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1367590611310
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1367590612353
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1367590617782
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367590625441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590627578
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1367590631571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590631604
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1367590631617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367590631617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367590639075
