what,kind,bundleId,bundleVersion,description,time
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369149517800
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1369149518392
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1369149518408
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1369149518408
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1369149518408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149518439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149519126
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1369149526676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369149529874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369149547299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369149548173
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1369149548204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369149549436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149553414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149554148
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369149555006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149555349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149556066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149562275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149632850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369149639480
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1369149639807
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1369149639807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149640977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149641367
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369149642272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149642600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149643364
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369149657045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149657373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149658153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369149666374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149668808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149669463
executed,command,de.innot.avreclipse.ui,2.4.0.20111202-1142-beta,"de.innot.avreclipse.commands.uploadproject",1369149670773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149671101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149671741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149686093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149686920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149689057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369149689306
